key,price,total_area,living_area,kitchen_area,land,floor_number,total_floors,year,bedrooms_number,passenger_lifts_number,cargo_lifts_number,material_type,balconies_number,loggias_number,lng,lat,underground
https://istra.cian.ru/sale/suburban/238387956/,55000000,400.0,,,1900.0,,2,,4,,,,,,36.768081,55.861449,False
https://krasnogorsk.cian.ru/sale/suburban/260319445/,83999000,974.0,,,3500.0,,2,,3,,,,,,37.098975,55.778102,False
https://istra.cian.ru/sale/suburban/260339755/,148999899,500.0,,,1200.0,,2,2021,5,,,brick,,,37.026939,55.785129,False
https://krasnogorsk.cian.ru/sale/suburban/238389850/,59000000,434.0,,,1276.0,,2,,5,,,,,,37.162674,55.761512,False
https://istra.cian.ru/sale/suburban/255019242/,64000000,450.0,,,5000.0,,2,,7,,,,,,36.928942,55.836474,False
https://istra.cian.ru/sale/suburban/261689283/,75000000,730.0,,,2000.0,,2,2018,6,,,wood,,,36.735211,55.900466,False
https://krasnogorsk.cian.ru/sale/suburban/258319194/,1499000,430.0,,,3100.0,,3,,5,,,,,,37.227407,55.795879,False
https://odintsovo.cian.ru/sale/suburban/257791222/,138500000,480.0,,,1200.0,,2,,4,,,,,,37.210678,55.734549,False
https://mytishchi.cian.ru/sale/suburban/262914141/,150000000,1000.0,,,4450.0,,5,,3,,,,,,37.510736,56.133337,False
https://mytishchi.cian.ru/sale/suburban/251675388/,65000000,500.0,,,2300.0,,2,,4,,,,,,37.637552,56.085718,False
https://mytishchi.cian.ru/sale/suburban/256615208/,144430000,350.0,,,1500.0,,2,,5,,,,,,37.634568,56.047354,False
https://odintsovo.cian.ru/sale/suburban/238352725/,2800000,650.0,,,2297.0,,2,,5,,,,,,37.203476,55.709566,False
https://ivanteyevka.cian.ru/sale/suburban/257189744/,11400000,135.0,,,700.0,,2,,4,,,,,,37.967592,56.01792,False
https://ruza.cian.ru/sale/suburban/262049442/,27660000,399.0,,,1500.0,,,,,,,,,,36.236242,55.767914,False
https://mytishchi.cian.ru/sale/suburban/261975088/,31000000,360.0,,,2600.0,,2,,4,,,,,,37.548097,56.12271,False
https://istra.cian.ru/sale/suburban/258394330/,35000000,450.0,,,1500.0,,3,,7,,,brick,,,36.950519,55.834714,False
https://odintsovo.cian.ru/sale/suburban/261426763/,138244000,310.0,,,23400.0,,2,,4,,,,,,37.037674,55.748179,False
https://odintsovo.cian.ru/sale/flat/242929216/,16296600,103.8,68.7,8.6,0,23,25,2021,,,2,monolith,,2,37.248904,55.681833,False
https://www.cian.ru/sale/flat/256219181/,19635462,108.8,55.5,3.5,0,2,17,2023,,,,monolith,,,37.42699531890268,55.5942537395988,True
https://www.cian.ru/sale/flat/256190364/,20855404,94.0,55.4,18.0,0,3,15,2022,,,,monolith,,,37.4429112538441,55.5917262330977,False
https://www.cian.ru/sale/flat/250911528/,22649800,84.2,,,0,12,25,2021,,,2,monolith,,1,37.7529092404057,55.8153832003805,False
https://www.cian.ru/sale/flat/260814061/,22774990,72.95,,,0,8,27,2022,,,,monolith,,,37.4672550543953,55.6997526175124,True
https://www.cian.ru/sale/flat/262110179/,24916590,82.8,19.2,9.5,0,4,19,2024,,,1,monolithBrick,,,37.69931545651197,55.686950257690846,False
https://www.cian.ru/sale/flat/258240978/,25828220,70.3,,,0,21,34,2023,,2,2,monolith,,,37.53155325488898,55.65872569495199,True
https://www.cian.ru/sale/flat/253767145/,31503287,101.3,,,0,8,18,2021,,,,monolithBrick,,,37.7059080552251,55.7666438760914,True
https://www.cian.ru/sale/flat/263002253/,32540684,153.3,71.3,6.5,0,10,16,2023,,1,1,monolith,,,37.50301860419,55.5534698314863,False
https://www.cian.ru/sale/flat/253767093/,36058101,116.14,,,0,16,18,2021,,,,monolithBrick,,,37.7059080552251,55.7666438760914,True
https://www.cian.ru/sale/flat/262853039/,43929500,85.3,35.7,23.8,0,13,26,2023,,1,1,monolith,,,37.5075381303002,55.7595231722728,False
https://www.cian.ru/sale/flat/247592862/,52373209,64.75,42.0,6.1,0,6,10,2023,,,,monolith,2,,37.5183837186069,55.7320271370295,True
https://www.cian.ru/sale/flat/249383581/,135242901,248.68,,,0,29,36,2022,,,2,monolith,,,37.568129,55.78526,True
https://www.cian.ru/sale/flat/261589967/,244100000,160.0,49.7,57.7,0,8,14,2024,,3,2,monolith,1,,37.620896,55.739519,True
https://www.cian.ru/sale/flat/263584890/,251784119,216.81,,,0,5,13,2021,,,2,monolithBrick,,,37.5709436460253,55.7263209675866,True
https://www.cian.ru/sale/flat/250364689/,260875000,208.7,79.4,,0,8,8,2022,,,,monolithBrick,,,37.6355921266633,55.7525418737024,True
https://www.cian.ru/sale/flat/263372248/,8191391,40.63,21.8,7.7,0,4,16,2022,,3,,monolith,,,37.454852,55.634115,True
https://www.cian.ru/sale/flat/260999285/,10537968,55.7,37.2,5.3,0,2,14,2023,,1,1,monolith,,,37.50301860419,55.5534698314863,False
https://www.cian.ru/sale/flat/259357010/,11253680,68.62,42.0,10.2,0,2,25,2022,,,,monolith,,,37.7371978444486,55.6677859899547,False
https://mytishchi.cian.ru/sale/flat/256184779/,12200000,91.45,45.0,20.6,0,2,25,2023,,,,monolith,,,37.7527672496332,55.9182230827312,False
https://www.cian.ru/sale/flat/261547824/,14662777,38.07,16.3,10.1,0,5,22,2021,,,,monolith,,,37.427237,55.816713,True
https://www.cian.ru/sale/flat/259839713/,15051066,75.0,37.0,,0,2,25,2019,,1,1,monolith,1,,37.365415,55.598456,False
https://www.cian.ru/sale/flat/261700027/,17552600,55.9,,,0,8,9,2020,,1,1,monolith,,,37.6866908863701,55.8699966271465,False
https://www.cian.ru/sale/flat/228651536/,22356500,73.3,,,0,10,16,2021,,,,monolith,,,37.6820816011881,55.750577647452,True
https://www.cian.ru/sale/flat/256765724/,23231775,89.32,48.8,6.8,0,7,15,2022,,,,monolith,,,37.7535276495916,55.726359647811,True
https://www.cian.ru/sale/flat/262110185/,23375002,75.3,48.7,9.5,0,4,19,2024,,,1,monolithBrick,,,37.69931545651197,55.686950257690846,False
https://www.cian.ru/sale/flat/263212909/,28836800,107.2,64.3,15.2,0,12,53,2021,,1,1,monolith,3,,37.4733508601183,55.7738481894587,True
https://www.cian.ru/sale/flat/251542763/,28671000,114.0,,,0,4,13,2022,,,,monolith,,,37.3926734179068,55.7015732114598,False
https://www.cian.ru/sale/flat/247161197/,31000000,51.4,,,0,30,65,2019,,4,,monolith,,,37.533742,55.751138,True
https://www.cian.ru/sale/flat/256633565/,53000000,139.0,79.7,20.0,0,3,12,2005,,1,1,monolith,2,0,37.528756,55.784552,True
https://www.cian.ru/sale/flat/261610835/,60000000,130.0,,,0,27,29,2008,,3,1,monolithBrick,,,37.450845,55.807982,True
https://www.cian.ru/sale/flat/260849621/,28000000,70.0,33.0,17.0,0,10,52,,,2,2,monolith,0,0,37.485664,55.695799,True
https://www.cian.ru/sale/flat/260864338/,27500000,74.3,35.5,14.6,0,19,36,,,,,monolithBrick,0,0,37.514985,55.76326,False
https://www.cian.ru/sale/flat/260094036/,8400000,19.1,15.0,2.0,0,1,4,2020,,,,monolith,,,37.739231,55.773788,True
https://www.cian.ru/sale/flat/262179113/,39999999,68.0,40.0,18.0,0,12,16,,,,,,,1,37.530229,55.695195,True
https://www.cian.ru/sale/flat/262717453/,38000000,69.2,44.0,9.0,0,1,4,,,0,0,monolith,,,37.60107,55.76997,True
https://balashikha.cian.ru/sale/flat/261676347/,8114480,69.2,37.6,15.9,0,11,16,,,1,1,monolith,,1,37.997416,55.736275,False
https://www.cian.ru/sale/flat/259690986/,1523000,145.0,98.0,12.0,0,43,75,,,,,monolithBrick,,,37.539401,55.75052,True
https://www.cian.ru/sale/flat/258646496/,770000,151.0,120.0,31.0,0,8,32,,,1,1,monolith,0,0,37.527256,55.723587,False
https://www.cian.ru/sale/flat/262049467/,80000000,139.0,75.0,16.5,0,4,5,,,0,0,brick,1,,37.5936,55.7499,True
https://www.cian.ru/sale/flat/263468841/,20711000,85.0,,,0,2,8,2015,,1,0,monolith,0,0,37.440452,55.568487,True
https://www.cian.ru/sale/flat/263576443/,45700000,135.0,55.0,52.2,0,21,23,,,1,1,monolith,0,1,37.437047,55.713481,True
https://www.cian.ru/sale/flat/258141795/,155000000,137.9,,,0,14,17,2017,,2,,monolith,,1,37.550064,55.7621,True
https://www.cian.ru/sale/flat/261995079/,68999999,121.0,95.0,15.0,0,17,36,,,,,,,,37.503998,55.716037,True
https://www.cian.ru/sale/flat/262610843/,90000000,107.0,59.0,13.6,0,6,14,,,2,,monolith,,1,37.570492,55.726026,True
https://odintsovo.cian.ru/sale/flat/246060495/,69500000,221.0,120.0,14.0,0,2,4,2009,,2,,monolith,,,37.384343,55.680433,False
https://balashikha.cian.ru/sale/flat/262953887/,6508960,49.8,24.9,10.6,0,13,16,,,1,1,panel,,1,37.997416,55.736275,False
https://www.cian.ru/sale/flat/245697659/,72000000,119.0,,,0,4,7,2017,,1,,monolith,,,37.64401,55.730948,True
https://www.cian.ru/sale/flat/262231504/,74900000,145.0,80.0,10.0,0,5,8,,,1,1,monolithBrick,0,0,37.622145,55.774472,True
https://www.cian.ru/sale/flat/254046564/,3976000,198.8,73.0,57.0,0,2,7,,,,,monolith,0,0,37.570357,55.722568,True
https://www.cian.ru/sale/flat/253645516/,145000000,166.0,,,0,12,17,2021,,,,monolithBrick,1,1,37.526268,55.715601,False
https://www.cian.ru/sale/flat/263228378/,173000000,151.0,,,0,5,13,2013,,3,,monolith,,,37.601609,55.774867,True
https://www.cian.ru/sale/flat/236878613/,199500000,199.5,120.0,20.0,0,34,36,2017,,3,1,monolith,,2,37.503998,55.716037,True
https://www.cian.ru/sale/flat/223631199/,99500000,125.7,100.0,,0,4,6,2017,,1,1,monolithBrick,,,37.598519,55.754172,True
https://www.cian.ru/sale/flat/262606728/,106000000,203.37,100.0,40.0,0,3,6,,,1,1,monolith,0,1,37.505031,55.716483,True
https://www.cian.ru/sale/flat/236683841/,108000000,150.0,,,0,10,53,2011,,4,1,monolith,,,37.527256,55.723587,False
https://naro-fominsk.cian.ru/sale/suburban/263505663/,189999000,500.0,,,3000.0,,2,,8,,,,,,37.029903,55.470607,False
https://odintsovo.cian.ru/sale/suburban/260150383/,6500000,542.0,,,1407.0,,3,,5,,,,,,37.300584,55.751796,False
https://dmitrov.cian.ru/sale/suburban/260383197/,3200000,165.0,,,800.0,,2,,0,,,brick,,,37.596408,56.177205,False
https://www.cian.ru/sale/suburban/262596678/,42800000,735.0,,,2400.0,,,,,,,,,,37.434595,55.533807,False
https://www.cian.ru/sale/suburban/261474065/,52000000,350.0,,,3000.0,,2,,5,,,,,,36.960652,55.446488,False
https://istra.cian.ru/sale/suburban/257802048/,99000000,400.0,,,1300.0,,1,,3,,,,,,36.971351,55.795732,False
https://krasnogorsk.cian.ru/sale/suburban/262060431/,100000000,320.0,,,2000.0,,2,2016,4,,,brick,,,37.318451,55.780654,False
https://naro-fominsk.cian.ru/sale/suburban/263505664/,117999000,312.0,,,2000.0,,2,,3,,,,,,37.029903,55.470607,False
https://www.cian.ru/sale/suburban/254419000/,118500000,450.0,,,2000.0,,2,,5,,,brick,,,37.102694,55.598019,False
https://odintsovo.cian.ru/sale/suburban/262805018/,139999000,396.0,,,1200.0,,3,,4,,,,,,37.280884,55.724165,False
https://istra.cian.ru/sale/suburban/261882250/,9200000,180.0,,,900.0,,2,2020,5,,,brick,,,36.604397,55.937935,False
https://istra.cian.ru/sale/suburban/262227488/,11550000,154.6,,,1500.0,,1,,3,,,wood,,,36.475742,55.796658,False
https://mytishchi.cian.ru/sale/suburban/243015822/,29500000,318.0,,,1000.0,,2,,5,,,,,,37.601286,56.11567,False
https://odintsovo.cian.ru/sale/suburban/250418542/,30000000,570.0,,,1200.0,,3,,5,,,,,,36.951319,55.768279,False
https://odintsovo.cian.ru/sale/suburban/262707962/,33505000,175.0,,,800.0,,,,,,,,,,37.108407,55.742494,False
https://odintsovo.cian.ru/sale/suburban/262085264/,39800000,300.0,,,3500.0,,2,,3,,,,,,37.077301,55.607586,False
https://www.cian.ru/sale/suburban/261072147/,55000000,350.0,,,960.0,,3,,3,,,brick,,,37.388049,55.503074,False
https://www.cian.ru/sale/suburban/249971632/,65655917,855.4,,,2010.0000000000002,,2,,4,,,brick,,,37.145517,55.534607,False
https://istra.cian.ru/sale/suburban/263779456/,85000000,450.0,,,1700.0,,3,2012,3,,,brick,,,36.991024,55.796587,False
https://www.cian.ru/sale/suburban/242709129/,90000000,370.0,,,1400.0,,3,2015,6,,,monolith,,,37.550064,55.922449,False
https://istra.cian.ru/sale/suburban/257668816/,94900000,460.0,,,1937.0,,2,,4,,,,,,36.959727,55.795089,False
https://odintsovo.cian.ru/sale/suburban/226631139/,115000000,550.0,,,2400.0,,4,2004,4,,,brick,,,37.204913,55.690917,False
https://istra.cian.ru/sale/suburban/261426088/,127330000,1000.0,,,3000.0,,3,,4,,,,,,36.997816,55.792711,False
https://krasnogorsk.cian.ru/sale/suburban/260319422/,129999000,750.0,,,2300.0,,3,,4,,,,,,37.171406,55.80318,False
https://istra.cian.ru/sale/suburban/250929740/,130000000,398.1,,,2044.0000000000002,,2,,4,,,,,,36.971351,55.795732,False
https://krasnogorsk.cian.ru/sale/suburban/262844370/,160000000,537.0,,,2000.0,,3,2020,5,,,brick,,,37.201077,55.768299,False
https://odintsovo.cian.ru/sale/suburban/262311254/,160000000,1500.0,,,3400.0,,,,7,,,,,,37.340637,55.661083,False
https://www.cian.ru/sale/suburban/259501230/,260000000,740.0,,,2700.0,,2,,,,,,,,37.385358,55.573709,False
https://www.cian.ru/sale/flat/261745761/,32269230,117.9,,,0,18,20,2019,,,,monolith,,,37.6522400846555,55.8480600466773,True
https://khimki.cian.ru/sale/flat/259293524/,34982430,167.3,100.4,,0,34,41,2019,,,1,monolith,,,37.464589,55.897422,False
https://www.cian.ru/sale/flat/247913143/,36419866,50.9,30.9,,0,22,32,2023,,,,monolithBrick,,,37.525324,55.734334,False
https://www.cian.ru/sale/flat/249383609/,44354750,122.28,,,0,17,36,2022,,,2,monolith,,,37.568129,55.78526,True
https://www.cian.ru/sale/flat/258020895/,46068697,130.97,,,0,3,23,2021,,,3,monolith,,,37.6157229533727,55.722537138357,True
https://www.cian.ru/sale/flat/258020976/,58167000,140.5,66.3,,0,16,23,2020,,,3,monolith,,,37.61619281349165,55.7229691934649,True
https://www.cian.ru/sale/flat/246609546/,60392640,146.3,83.8,33.4,0,41,42,2023,,6,2,monolith,,,37.5936282409252,55.6784451309267,False
https://www.cian.ru/sale/flat/259383039/,66710000,94.9,,,0,19,21,2021,,,,monolith,,,37.66034065676,55.7560873991746,True
https://www.cian.ru/sale/flat/258665044/,82228770,160.29,96.4,16.2,0,20,21,2022,,,,monolith,,,37.6542451693112,55.7942123980476,False
https://www.cian.ru/sale/flat/254955013/,123840000,146.2,,,0,2,5,2019,,,,brick,,,37.5895374169819,55.7487617544371,True
https://www.cian.ru/sale/flat/262775146/,185000000,210.2,82.9,52.5,0,10,18,2021,,,2,monolith,,,37.5774493571456,55.7699878551437,True
https://www.cian.ru/sale/flat/255838534/,431950000,262.0,,,0,7,7,2019,,,,monolithBrick,,,37.6171662045942,55.7319793861235,True
https://www.cian.ru/sale/flat/240181780/,792774612,415.8,155.0,35.0,0,13,13,2013,,1,1,monolithBrick,,,37.58067,55.753316,True
https://balashikha.cian.ru/sale/flat/251848032/,6738468,63.1,38.8,,0,13,22,2019,,1,1,monolith,1,,37.973144,55.724733,False
https://odintsovo.cian.ru/sale/flat/260799018/,9105217,54.23,,,0,18,25,2021,,,2,monolith,,,37.249488,55.682412,False
https://lyubertsy.cian.ru/sale/flat/249728851/,10844610,79.1,53.4,6.1,0,12,25,2022,,,,monolith,,1,37.9161997660057,55.6809140256365,False
https://www.cian.ru/sale/flat/263307329/,11726400,69.8,41.1,10.0,0,2,26,2021,,,,monolithBrick,,1,37.715444,55.849175,False
https://www.cian.ru/sale/flat/256185704/,11765802,61.0,39.0,5.1,0,17,18,2022,,1,1,monolith,,,37.423878,55.592286,True
https://www.cian.ru/sale/flat/254311125/,15033280,84.42,41.4,16.0,0,21,24,2022,,,,monolithBrick,,1,37.377462,55.860883,False
https://www.cian.ru/sale/flat/251951385/,19178006,74.43,36.0,6.5,0,4,15,2022,,,,monolith,,,37.7535276495916,55.726359647811,True
https://www.cian.ru/sale/flat/263885631/,19594389,47.1,,,0,10,15,2021,,,,monolith,,,37.6422468478211,55.7000283049717,False
https://www.cian.ru/sale/flat/251928792/,22377400,64.5,34.5,12.5,0,5,21,2022,,,2,monolithBrick,,,37.509424,55.783134,True
https://www.cian.ru/sale/flat/258502290/,24841300,60.5,26.2,22.2,0,12,29,2024,,2,1,monolith,,,37.4778676059202,55.6933787141724,False
https://www.cian.ru/sale/flat/263212915/,27620800,97.6,58.9,16.2,0,18,53,2021,,1,1,monolith,3,,37.4733508601183,55.7738481894587,True
https://www.cian.ru/sale/flat/263134917/,28499674,121.1,55.6,13.6,0,23,24,2021,,,2,monolith,,,37.702616,55.643917,False
https://www.cian.ru/sale/flat/263170829/,38307800,64.6,19.5,27.0,0,8,13,2016,,1,1,monolith,,,37.5921761476608,55.7686341352005,True
https://www.cian.ru/sale/flat/263091303/,46222586,84.8,,,0,8,11,2022,,,,brick,,,37.6596597790976,55.7634869124031,True
https://www.cian.ru/sale/flat/260169759/,48138132,106.0,56.7,19.9,0,18,20,2020,,,,monolith,,,37.4580696027558,55.7898249368694,False
https://www.cian.ru/sale/flat/240424950/,94499999,155.0,115.0,20.0,0,10,19,,,1,1,,,,37.530939,55.692013,True
https://www.cian.ru/sale/flat/260990847/,220000000,271.8,,,0,16,17,,,,,monolith,0,0,37.530229,55.695195,True
https://www.cian.ru/sale/flat/260467771/,115500000,233.0,133.6,20.5,0,7,53,2011,,3,1,monolith,0,0,37.527256,55.723587,False
https://www.cian.ru/sale/flat/228935882/,240000000,350.0,,,0,18,19,,,,,,,,37.609559,55.724059,False
https://www.cian.ru/sale/flat/228938421/,69990000,140.0,87.0,16.0,0,8,15,2008,,1,1,monolithBrick,1,0,37.516467,55.703611,True
https://www.cian.ru/sale/flat/253645378/,57000000,70.0,,8.0,0,2,7,1997,,,,brick,1,,37.592743,55.76286,True
https://www.cian.ru/sale/flat/262854102/,20700000,55.0,26.7,5.8,0,10,10,1956,,1,0,monolith,0,1,37.493228,55.808781,True
https://www.cian.ru/sale/flat/261744018/,2048000,204.8,,,0,2,6,,,,,,,4,37.503396,55.717244,True
https://www.cian.ru/sale/flat/244364504/,3800000,129.6,,,0,1,4,2008,,1,,,,,37.611131,55.736635,True
https://www.cian.ru/sale/flat/261690090/,52000000,55.0,33.0,14.4,0,3,13,2012,,,,monolith,0,0,37.601609,55.774867,True
https://www.cian.ru/sale/flat/257488557/,1522500,145.0,,,0,43,75,2021,,,,,,,37.539401,55.75052,True
https://www.cian.ru/sale/flat/257502185/,48449000,90.8,,,0,18,26,,,,,monolith,0,0,37.422099,55.743512,True
https://www.cian.ru/sale/flat/259689601/,53000000,139.1,80.3,20.4,0,3,12,2004,,1,,monolith,0,2,37.528756,55.784552,True
https://www.cian.ru/sale/flat/263285557/,35540000,99.84,23.5,12.0,0,12,12,2021,,1,1,monolith,,2,37.679691,55.773707,True
https://www.cian.ru/sale/flat/254129396/,49000000,111.3,,40.0,0,1,15,1999,,,,brick,1,,37.500908,55.717026,True
https://www.cian.ru/sale/flat/261985768/,190000000,148.6,65.6,31.5,0,4,9,,,,,monolith,1,0,37.571013,55.734973,True
https://www.cian.ru/sale/flat/249069518/,82000000,171.5,,,0,8,10,1997,,1,,,,,37.598959,55.778274,True
https://www.cian.ru/sale/flat/251940248/,230000000,156.7,,,0,2,7,2018,,1,,,1,,37.577427,55.741049,True
https://www.cian.ru/sale/flat/259681285/,75000000,138.0,,,0,3,8,2005,,2,1,monolith,1,,37.622145,55.774472,True
https://www.cian.ru/sale/flat/261007033/,115000000,233.0,,,0,7,50,2011,,,,,,,37.527256,55.723587,False
https://www.cian.ru/sale/flat/261856486/,66999999,145.0,95.0,18.0,0,14,18,,,,,,,2,37.530939,55.692013,True
https://www.cian.ru/sale/flat/259615457/,800000,93.0,52.0,12.0,0,4,16,2021,,,,monolithBrick,2,,37.514922,55.704473,False
https://www.cian.ru/sale/flat/263573647/,4720000,19.5,17.0,,0,3,3,,,1,1,monolith,0,0,37.619567,55.673407,True
https://www.cian.ru/sale/flat/263705319/,155000000,290.0,,,0,10,50,2011,,,,,,,37.527256,55.723587,False
https://www.cian.ru/sale/flat/261856487/,66999999,145.0,95.0,18.0,0,15,18,,,,,,,2,37.530939,55.692013,True
https://www.cian.ru/sale/flat/260792770/,247000000,256.4,170.0,25.0,0,7,17,2010,,2,2,monolith,1,0,37.61017,55.734091,True
https://www.cian.ru/sale/flat/261056919/,225000000,170.8,,,0,5,12,1967,,1,,,,1,37.593444,55.760834,True
https://www.cian.ru/sale/flat/253208122/,141000000,221.3,,,0,15,17,2003,,1,,,,,37.595447,55.774487,True
https://krasnogorsk.cian.ru/sale/suburban/258319198/,5499990,800.0,,,6400.0,,3,,4,,,,,,37.227407,55.795879,False
https://ruza.cian.ru/sale/suburban/258221341/,16795810,149.1,,,1177.0,,1,,3,,,,,,36.38662,55.889518,False
https://naro-fominsk.cian.ru/sale/suburban/256801692/,20793000,145.0,,,700.0,,2,,,,,,,,37.062508,55.518371,False
https://www.cian.ru/sale/suburban/252263972/,30000000,200.0,,,700.0,,3,2021,6,,,brick,,,37.464365,55.530429,False
https://istra.cian.ru/sale/suburban/263202670/,33950000,200.0,,,836.0,,2,,,,,,,,36.98391,55.811169,False
https://krasnogorsk.cian.ru/sale/suburban/263565476/,54999990,531.6,,,1800.0,,3,,3,,,,,,37.178691,55.751366,False
https://istra.cian.ru/sale/suburban/257273389/,99000000,400.0,,,1260.0,,1,,3,,,brick,,,36.971351,55.795732,False
https://odintsovo.cian.ru/sale/suburban/259073365/,1450000,250.0,,,1932.0,,2,,4,,,brick,,,37.25009,55.732957999999996,False
https://istra.cian.ru/sale/suburban/255195964/,11726000,430.0,,,1250.0,,,,,,,,,,36.763517,55.879137,False
https://naro-fominsk.cian.ru/sale/suburban/262119586/,12280000,160.0,,,760.0,,,,,,,,,,37.109128,55.448063,False
https://mytishchi.cian.ru/sale/suburban/243015789/,28000000,520.0,,,2500.0,,2,,5,,,,,,37.624849,56.084038,False
https://istra.cian.ru/sale/suburban/263202668/,29500000,152.0,,,758.0,,2,,,,,,,,36.98391,55.811169,False
https://odintsovo.cian.ru/sale/suburban/261428623/,71264054,385.0,,,1714.9999999999998,,2,,2,,,,,,37.130569,55.702926,False
https://krasnogorsk.cian.ru/sale/suburban/148454403/,2000000,820.0,,,1500.0,,3,2009,5,,,brick,,,37.31837,55.780087,False
https://istra.cian.ru/sale/suburban/259810957/,179000000,600.0,,,1848.9999999999998,,2,2021,5,,,brick,,,36.971165,55.795772,False
https://istra.cian.ru/sale/suburban/261719819/,2499000,820.0,,,3200.0,,3,,5,,,,,,37.082769,55.779651,False
https://krasnogorsk.cian.ru/sale/suburban/256003199/,2499990,319.0,,,1000.0,,2,,4,,,,,,37.207815,55.782922,False
https://istra.cian.ru/sale/suburban/259877393/,199000000,530.0,,,2000.0,,2,,5,,,brick,,,36.971165,55.795772,False
https://naro-fominsk.cian.ru/sale/suburban/256801652/,17149000,130.0,,,400.0,,2,,,,,,,,37.062508,55.518371,False
https://ruza.cian.ru/sale/suburban/262049439/,25258000,291.0,,,1500.0,,,,,,,,,,36.236242,55.767914,False
https://naro-fominsk.cian.ru/sale/suburban/263581112/,33255000,200.0,,,800.0,,2,,,,,,,,37.062508,55.518371,False
https://dmitrov.cian.ru/sale/suburban/262351151/,39990000,620.0,,,1500.0,,2,,7,,,,,,37.504663,56.173903,False
https://odintsovo.cian.ru/sale/suburban/263201330/,115000000,931.1,,,2216.0,,2,,4,,,,,,37.159369,55.698041,False
https://istra.cian.ru/sale/suburban/255195962/,10188200,345.0,,,1550.0,,,,,,,,,,36.763517,55.879137,False
https://istra.cian.ru/sale/suburban/255196001/,13997500,525.0,,,1440.0,,,,,,,,,,36.763517,55.879137,False
https://istra.cian.ru/sale/suburban/209484698/,17990000,270.0,,,1900.0,,,,,,,,,,36.497688,55.837323,False
https://ruza.cian.ru/sale/suburban/262049445/,29335000,335.0,,,1918.0,,,,,,,,,,36.236242,55.767914,False
https://istra.cian.ru/sale/suburban/253381429/,39000000,380.0,,,1500.0,,3,,6,,,,,,36.75678,55.8724,False
https://www.cian.ru/sale/flat/263176693/,59900000,135.0,64.0,44.0,0,39,45,2023,,4,,monolith,,,37.6371536997523,55.7188386634154,True
https://www.cian.ru/sale/flat/234150078/,67574998,76.6,27.5,33.3,0,11,16,2021,,,,monolith,,,37.549597,55.764242,True
https://www.cian.ru/sale/flat/250443043/,86835200,102.4,37.6,27.1,0,2,6,2017,,1,1,monolith,,,37.5987267817531,55.7541697885384,True
https://www.cian.ru/sale/flat/262711183/,117000000,120.0,72.0,10.0,0,11,15,2022,,2,,monolith,1,,37.5703138751544,55.7269360438506,True
https://www.cian.ru/sale/flat/250058285/,158332500,204.3,,,0,4,4,2017,,,,brick,,,37.59777059986,55.7538168174515,True
https://www.cian.ru/sale/flat/263227927/,185080000,264.4,,,0,4,5,2016,,,,brick,,,37.616,55.738343,True
https://www.cian.ru/sale/flat/252762840/,628360000,273.2,,73.5,0,5,6,2021,,7,,monolith,,,37.617235223208,55.7404256305116,True
https://lyubertsy.cian.ru/sale/flat/254056345/,10769220,81.4,47.7,12.3,0,14,25,2022,,,,monolith,,2,37.9161997660057,55.6809140256365,False
https://naro-fominsk.cian.ru/sale/flat/257483854/,11340000,84.13,,,0,2,12,2021,,,,monolith,,,36.7290349563108,55.3874245098519,False
https://www.cian.ru/sale/flat/256190154/,12400138,68.3,32.2,16.7,0,15,16,2023,,,1,monolith,,,37.4431640088813,55.5897791355296,False
https://www.cian.ru/sale/flat/255407375/,13990327,78.1,43.8,18.3,0,1,14,2022,,,,monolith,,1,37.4862086591913,55.5707613737922,False
https://khimki.cian.ru/sale/flat/230558094/,14846491,97.7,58.6,,0,16,41,2019,,,1,monolith,,,37.464589,55.897422,False
https://www.cian.ru/sale/flat/263515868/,15642082,47.5,16.5,5.7,0,7,56,2024,,,,monolith,,,37.4925160754862,55.7083585149335,False
https://www.cian.ru/sale/flat/259281240/,17226000,78.3,,,0,1,13,2022,,,,monolith,,,37.3926734179068,55.7015732114598,False
https://www.cian.ru/sale/flat/258026906/,19360341,69.3,30.3,10.0,0,4,28,2019,,1,1,monolith,,,37.5007994087368,55.7358873877983,True
https://www.cian.ru/sale/flat/262863762/,20989780,62.6,24.6,24.9,0,15,42,2023,,6,2,monolith,,,37.5927703788458,55.6781861505362,False
https://www.cian.ru/sale/flat/260301119/,24908715,107.9,,,0,4,5,2019,,,3,brick,,1,37.618354,55.805442,True
https://www.cian.ru/sale/flat/253305469/,26120253,99.36,53.4,15.7,0,6,21,2022,,,,monolith,,,37.6542451693112,55.7942123980476,False
https://www.cian.ru/sale/flat/255944482/,32208000,97.6,92.6,,0,2,15,2021,,,,monolith,,,37.701053,55.772796,True
https://www.cian.ru/sale/flat/261234403/,69130000,69.13,57.6,,0,39,65,2021,,,,monolith,,,37.548546,55.751452,True
https://www.cian.ru/sale/flat/262606727/,73000000,109.8,62.6,16.3,0,4,18,2021,,,2,monolith,,1,37.5766768809506,55.7698487510186,True
https://www.cian.ru/sale/flat/262705948/,79000000,75.0,,,0,3,6,2020,,,,monolith,,,37.625788304229,55.7351357000698,True
https://www.cian.ru/sale/flat/254955054/,109108235,113.1,,,0,7,8,2019,,,,monolith,,,37.592285,55.750069,True
